State,SegmentClass,Phoneme,Language_Count
Himachal Pradesh,consonant,ɽ̃,1
Himachal Pradesh,consonant,ɽ̤,1
Himachal Pradesh,consonant,ɽ̩,1
Himachal Pradesh,consonant,ʐ,1
Himachal Pradesh,vowel,e,5
Himachal Pradesh,vowel,o,5
Himachal Pradesh,vowel,i,4
Himachal Pradesh,vowel,u,4
Himachal Pradesh,vowel,a,3
Himachal Pradesh,vowel,ə,3
Himachal Pradesh,vowel,aː,2
Himachal Pradesh,vowel,iː,2
Himachal Pradesh,vowel,uː,2
Himachal Pradesh,vowel,ɔ,2
Himachal Pradesh,vowel,eː,1
Himachal Pradesh,vowel,oː,1
Himachal Pradesh,vowel,æ,1
Himachal Pradesh,vowel,æː,1
Himachal Pradesh,vowel,ɐ,1
Himachal Pradesh,vowel,ɑ,1
Himachal Pradesh,vowel,ɔː,1
Himachal Pradesh,vowel,ɘ,1
Himachal Pradesh,vowel,ɛ,1
Himachal Pradesh,vowel,ɛː,1
Himachal Pradesh,vowel,ɜ,1
Himachal Pradesh,vowel,ɨ,1
Himachal Pradesh,vowel,ɪ,1
Himachal Pradesh,vowel,ʊ,1
Jharkhand,consonant,b,3
Jharkhand,consonant,b̤,3
Jharkhand,consonant,c,3
Jharkhand,consonant,cç,3
Jharkhand,consonant,cçʰ,3
Jharkhand,consonant,d,3
Jharkhand,consonant,d̠ʒ,3
Jharkhand,consonant,d̠ʒ̤,3
Jharkhand,consonant,d̤,3
Jharkhand,consonant,d̪,3
Jharkhand,consonant,d̪̤,3
Jharkhand,consonant,h,3
Jharkhand,consonant,j,3
Jharkhand,consonant,k,3
Jharkhand,consonant,kʰ,3
Jharkhand,consonant,l,3
Jharkhand,consonant,m,3
Jharkhand,consonant,n,3
Jharkhand,consonant,n̪,3
Jharkhand,consonant,p,3
Jharkhand,consonant,pʰ,3
Jharkhand,consonant,s,3
Jharkhand,consonant,t,3
Jharkhand,consonant,tʰ,3
Jharkhand,consonant,t̠ʃ,3
Jharkhand,consonant,t̠ʃʰ,3
Jharkhand,consonant,t̪,3
Jharkhand,consonant,t̪ʰ,3
Jharkhand,consonant,w,3
Jharkhand,consonant,ŋ,3
Jharkhand,consonant,ɖ,3
Jharkhand,consonant,ɖ̤,3
Jharkhand,consonant,ɟ,3
Jharkhand,consonant,ɟʝ,3
Jharkhand,consonant,ɡ,3
Jharkhand,consonant,ɡʱ,3
Jharkhand,consonant,ɡ̤,3
Jharkhand,consonant,ɲ,3
Jharkhand,consonant,ɳ,3
Jharkhand,consonant,ɽ,3
Jharkhand,consonant,ʈ,3
Jharkhand,consonant,ʈʰ,3
Jharkhand,consonant,ʔ,3
Jharkhand,consonant,l̪,2
Jharkhand,consonant,l̪|l,2
Jharkhand,consonant,n̪|n,2
Jharkhand,consonant,r,2
Jharkhand,consonant,s̪,2
Jharkhand,consonant,s̪|s,2
Jharkhand,consonant,ɟ̤ʝ,2
Jharkhand,consonant,ɾ,2
Jharkhand,consonant,ˀb,2
Jharkhand,consonant,bʱ,1
Jharkhand,consonant,cʰ,1
Jharkhand,consonant,d̠ʒː,1
Jharkhand,consonant,d̪|d,1
Jharkhand,consonant,d̪ʱ,1
Jharkhand,consonant,d̪ː,1
Jharkhand,consonant,f,1
Jharkhand,consonant,jː,1
Jharkhand,consonant,kː,1
Jharkhand,consonant,lː,1
Jharkhand,consonant,pː,1
Jharkhand,consonant,rː,1
Jharkhand,consonant,r̠,1
Jharkhand,consonant,r̪|r,1
Jharkhand,consonant,s̪ː,1
Jharkhand,consonant,ts,1
Jharkhand,consonant,tsʰ,1
Jharkhand,consonant,t̠ʃː,1
Jharkhand,consonant,t̪|t,1
Jharkhand,consonant,t̪ː,1
Jharkhand,consonant,wː,1
Jharkhand,consonant,x,1
Jharkhand,consonant,ŋː,1
Jharkhand,consonant,ɖː,1
Jharkhand,consonant,ɗ,1
Jharkhand,consonant,ɗʱ,1
Jharkhand,consonant,ɟʱ,1
Jharkhand,consonant,ɟ̤,1
Jharkhand,consonant,ɦ,1
Jharkhand,consonant,ɭ,1
Jharkhand,consonant,ɸ,1
Jharkhand,consonant,ɽʱ,1
Jharkhand,consonant,ɽ̤,1
Jharkhand,consonant,ɾ̪,1
Jharkhand,consonant,ʈː,1
Jharkhand,consonant,ˀd,1
Jharkhand,consonant,ˀd̠ʒ,1
Jharkhand,consonant,ˀɖ,1
Jharkhand,consonant,ˀɗ,1
Jharkhand,consonant,ˀɟ,1
Jharkhand,consonant,ˀɡ,1
Jharkhand,consonant,χ,1
Jharkhand,vowel,a,3
Jharkhand,vowel,e,3
Jharkhand,vowel,i,3
Jharkhand,vowel,iː,3
Jharkhand,vowel,o,3
Jharkhand,vowel,oː,3
Jharkhand,vowel,o̞,3
Jharkhand,vowel,õ̞,3
Jharkhand,vowel,u,3
Jharkhand,vowel,uː,3
Jharkhand,vowel,ũː,3
Jharkhand,vowel,ɪ,3
Jharkhand,vowel,ɪ̃,3
Jharkhand,vowel,ʊ,3
Jharkhand,vowel,ʊ̃,3
Jharkhand,vowel,aː,2
Jharkhand,vowel,ã,2
Jharkhand,vowel,eː,2
Jharkhand,vowel,e̞,2
Jharkhand,vowel,ẽ̞,2
Jharkhand,vowel,ĩ,2
Jharkhand,vowel,ũ,2
Jharkhand,vowel,u̞,2
Jharkhand,vowel,æ̞̃,2
Jharkhand,vowel,ɑ,2
Jharkhand,vowel,ɔ,2
Jharkhand,vowel,ə,2
Jharkhand,vowel,ɛ,2
Jharkhand,vowel,ʌ,2
Jharkhand,vowel,ao,1
Jharkhand,vowel,ãː,1
Jharkhand,vowel,ẽ,1
Jharkhand,vowel,e̞ː,1
Jharkhand,vowel,ẽ̞ː,1
Jharkhand,vowel,ĩː,1
Jharkhand,vowel,oi,1
Jharkhand,vowel,ou,1
Jharkhand,vowel,õ,1
Jharkhand,vowel,õː,1
Jharkhand,vowel,o̞ː,1
Jharkhand,vowel,õ̞ː,1
Jharkhand,vowel,ui,1
Jharkhand,vowel,æ,1
Jharkhand,vowel,ɑ̃,1
Jharkhand,vowel,ɑ̃ː,1
Jharkhand,vowel,ɔ̃,1
Jharkhand,vowel,ɔ̃ː,1
Jharkhand,vowel,əː,1
Jharkhand,vowel,ə̃,1
Jharkhand,vowel,ɛ̃,1
Jharkhand,vowel,ʌ̃,1
Karnataka,consonant,b,6
Karnataka,consonant,cç,6
Karnataka,consonant,d̪,6
Karnataka,consonant,j,6
Karnataka,consonant,k,6
Karnataka,consonant,l,6
Karnataka,consonant,m,6
Karnataka,consonant,n̪,6
Karnataka,consonant,p,6
Karnataka,consonant,s,6
Karnataka,consonant,t̪,6
Karnataka,consonant,w,6
Karnataka,consonant,ŋ,6
Karnataka,consonant,ɖ,6
Karnataka,consonant,ɡ,6
Karnataka,consonant,ɳ,6
Karnataka,consonant,ʈ,6
Karnataka,consonant,ç,5
Karnataka,consonant,ɟʝ,5
Karnataka,consonant,ɭ,5
Karnataka,consonant,ɲ,5
Karnataka,consonant,n,4
Karnataka,consonant,r,4
Karnataka,consonant,ʂ,4
Karnataka,consonant,c,3
Karnataka,consonant,h,3
Karnataka,consonant,s̪,3
Karnataka,consonant,ɟ,3
Karnataka,consonant,l̪,2
Karnataka,consonant,r̪,2
Karnataka,consonant,v,2
Karnataka,consonant,ɽ,2
Karnataka,consonant,ɾ,2
Karnataka,consonant,ʃ,2
Karnataka,consonant,b̤,1
Karnataka,consonant,cçʰ,1
Karnataka,consonant,cʰ,1
Karnataka,consonant,dz,1
Karnataka,consonant,d̠ʒ,1
Karnataka,consonant,d̪̤,1
Karnataka,consonant,f,1
Karnataka,consonant,kʰ,1
Karnataka,consonant,pʰ,1
Karnataka,consonant,ts,1
Karnataka,consonant,t̠ʃ,1
Karnataka,consonant,t̪ʰ,1
Karnataka,consonant,x,1
Karnataka,consonant,z̪,1
Karnataka,consonant,ð,1
Karnataka,consonant,ɖ̤,1
Karnataka,consonant,ɟ̤,1
Karnataka,consonant,ɟ̤ʝ,1
Karnataka,consonant,ɡʱ,1
Karnataka,consonant,ɡ̤,1
Karnataka,consonant,ʈʰ,1
Karnataka,consonant,ʋ,1
Karnataka,vowel,a,6
Karnataka,vowel,e,6
Karnataka,vowel,eː,6
Karnataka,vowel,i,6
Karnataka,vowel,iː,6
Karnataka,vowel,o,6
Karnataka,vowel,oː,6
Karnataka,vowel,u,6
Karnataka,vowel,uː,6
Karnataka,vowel,aː,5
Karnataka,vowel,ɛ,4
Karnataka,vowel,ɛː,4
Karnataka,vowel,ɑ,3
Karnataka,vowel,ɑː,3
Karnataka,vowel,ə,3
Karnataka,vowel,ɨ,3
Karnataka,vowel,ɔ,2
Karnataka,vowel,ɪ,2
Karnataka,vowel,ɯ,2
Karnataka,vowel,ʊ,2
Karnataka,vowel,ʌ,2
Karnataka,vowel,ë,1
Karnataka,vowel,ëː,1
Karnataka,vowel,e̞,1
Karnataka,vowel,ĩː,1
Karnataka,vowel,õ̞,1
Karnataka,vowel,ũ,1
Karnataka,vowel,ũː,1
Karnataka,vowel,u̞,1
Karnataka,vowel,æ,1
Karnataka,vowel,æ̞̃,1
Karnataka,vowel,ɐ,1
Karnataka,vowel,əː,1
Karnataka,vowel,ɨː,1
Karnataka,vowel,ɨ̃ː,1
Karnataka,vowel,ɪ̃,1
Karnataka,vowel,ɯː,1
Karnataka,vowel,ʊ̃,1
Kashmir,consonant,b,7
Kashmir,consonant,j,7
Kashmir,consonant,k,7
Kashmir,consonant,kʰ,7
Kashmir,consonant,l,7
Kashmir,consonant,m,7
Kashmir,consonant,p,7
Kashmir,consonant,pʰ,7
Kashmir,consonant,s,7
Kashmir,consonant,w,7
Kashmir,consonant,z,7
Kashmir,consonant,ŋ,7
Kashmir,consonant,ɡ,7
Kashmir,consonant,cç,6
Kashmir,consonant,cçʰ,6
Kashmir,consonant,d̪,6
Kashmir,consonant,h,6
Kashmir,consonant,n,6
Kashmir,consonant,r,6
Kashmir,consonant,ts,6
Kashmir,consonant,t̪,6
Kashmir,consonant,t̪ʰ,6
Kashmir,consonant,ç,6
Kashmir,consonant,ɖ,6
Kashmir,consonant,ɟʝ,6
Kashmir,consonant,ʈ,6
Kashmir,consonant,tsʰ,5
Kashmir,consonant,ɲ,5
Kashmir,consonant,ʈʰ,5
Kashmir,consonant,d,4
Kashmir,consonant,d̠ʒ,4
Kashmir,consonant,q,4
Kashmir,consonant,t,4
Kashmir,consonant,tʰ,4
Kashmir,consonant,t̠ʃ,4
Kashmir,consonant,t̠ʃʰ,4
Kashmir,consonant,x,4
Kashmir,consonant,ɣ,4
Kashmir,consonant,ʃ,4
Kashmir,consonant,ʝ,4
Kashmir,consonant,f,3
Kashmir,consonant,ɳ,3
Kashmir,consonant,ʐ,3
Kashmir,consonant,ʒ,3
Kashmir,consonant,χ,3
Kashmir,consonant,dz,2
Kashmir,consonant,l̥,2
Kashmir,consonant,n̪,2
Kashmir,consonant,ɦ,2
Kashmir,consonant,ɭ,2
Kashmir,consonant,ɮ,2
Kashmir,consonant,ɽ,2
Kashmir,consonant,ʁ,2
Kashmir,consonant,ʂ,2
Kashmir,consonant,ʈʂ,2
Kashmir,consonant,ʈʂʰ,2
Kashmir,consonant,c,1
Kashmir,consonant,dʱ,1
Kashmir,consonant,d̠ʒʲ,1
Kashmir,consonant,k̙,1
Kashmir,consonant,l̤,1
Kashmir,consonant,l̪,1
Kashmir,consonant,r̥,1
Kashmir,consonant,s̪,1
Kashmir,consonant,t̠ʃʲ,1
Kashmir,consonant,t̠ʃʲʰ,1
Kashmir,consonant,v,1
Kashmir,consonant,x̥,1
Kashmir,consonant,z̥,1
Kashmir,consonant,z̪,1
Kashmir,consonant,ð,1
Kashmir,consonant,ɖʐ,1
Kashmir,consonant,ɗ,1
Kashmir,consonant,ɡ̙,1
Kashmir,consonant,ɢ,1
Kashmir,consonant,ɣ̥,1
Kashmir,consonant,ɾ̪,1
Kashmir,consonant,ʃʲ,1
Kashmir,consonant,β,1
Kashmir,vowel,a,7
Kashmir,vowel,e,7
Kashmir,vowel,i,7
Kashmir,vowel,o,7
Kashmir,vowel,u,7
Kashmir,vowel,aː,5
Kashmir,vowel,eː,5
Kashmir,vowel,iː,5
Kashmir,vowel,oː,5
Kashmir,vowel,uː,5
Kashmir,vowel,ə,5
Kashmir,vowel,ɛ,4
Kashmir,vowel,ɔ,3
Kashmir,vowel,ɛː,3
Kashmir,vowel,aˑ,2
Kashmir,vowel,ãː,2
Kashmir,vowel,ẽː,2
Kashmir,vowel,iˑ,2
Kashmir,vowel,ĩ,2
Kashmir,vowel,ĩː,2
Kashmir,vowel,oˑ,2
Kashmir,vowel,õː,2
Kashmir,vowel,õ̞,2
Kashmir,vowel,uˑ,2
Kashmir,vowel,ũː,2
Kashmir,vowel,æ̞̃,2
Kashmir,vowel,ɑ̃,2
Kashmir,vowel,ɔː,2
Kashmir,vowel,ɔ̃ː,2
Kashmir,vowel,ə̃,2
Kashmir,vowel,ɛ̃ː,2
Kashmir,vowel,ɪ̃,2
Kashmir,vowel,ã,1
Kashmir,vowel,eˑ,1
Kashmir,vowel,ẽ,1
Kashmir,vowel,e̞,1
Kashmir,vowel,ẽ̞,1
Kashmir,vowel,õ,1
Kashmir,vowel,ũ,1
Kashmir,vowel,u̞,1
Kashmir,vowel,æ,1
Kashmir,vowel,ɑ̃ː,1
Kashmir,vowel,ɒ,1
Kashmir,vowel,ɘ,1
Kashmir,vowel,ɘː,1
Kashmir,vowel,ɘ̃ː,1
Kashmir,vowel,əː,1
Kashmir,vowel,ə̃ː,1
Kashmir,vowel,ɜ,1
Kashmir,vowel,ɜ̃,1
Kashmir,vowel,ɨ,1
Kashmir,vowel,ɨː,1
Kashmir,vowel,ɨ̃,1
Kashmir,vowel,ɨ̃ː,1
Kashmir,vowel,ɨ̆,1
Kashmir,vowel,ɪ,1
Kashmir,vowel,ʊ,1
Kashmir,vowel,ʊ̃,1
Kashmir,vowel,ʌ,1
Kerala,consonant,b,2
Kerala,consonant,c,2
Kerala,consonant,d̪,2
Kerala,consonant,j,2
Kerala,consonant,k,2
Kerala,consonant,l,2
Kerala,consonant,m,2
Kerala,consonant,n,2
Kerala,consonant,n̪,2
Kerala,consonant,p,2
Kerala,consonant,r,2
Kerala,consonant,s,2
Kerala,consonant,t̪,2
Kerala,consonant,w,2
Kerala,consonant,ɖ,2
Kerala,consonant,ɟ,2
Kerala,consonant,ɡ,2
Kerala,consonant,ɭ,2
Kerala,consonant,ɳ,2
Kerala,consonant,ʂ,2
Kerala,consonant,ʈ,2
Kerala,consonant,b̤,1
Kerala,consonant,cʰ,1
Kerala,consonant,d,1
Kerala,consonant,d̤,1
Kerala,consonant,f,1
Kerala,consonant,h,1
Kerala,consonant,kʰ,1
Kerala,consonant,l̠˞,1
Kerala,consonant,pʰ,1
Kerala,consonant,r̪,1
Kerala,consonant,t,1
Kerala,consonant,tʰ,1
Kerala,consonant,x,1
Kerala,consonant,ç,1
Kerala,consonant,ð,1
Kerala,consonant,ŋ,1
Kerala,consonant,ɖ̤,1
Kerala,consonant,ɟ̤,1
Kerala,consonant,ɡ̤,1
Kerala,consonant,ɣ,1
Kerala,consonant,ɲ,1
Kerala,consonant,ɽ,1
Kerala,consonant,ɾ,1
Kerala,consonant,ʃ,1
Kerala,consonant,ʈʰ,1
Kerala,consonant,ʋ,1
Kerala,consonant,ʐ,1
Kerala,consonant,β,1
Kerala,vowel,e,2
Kerala,vowel,i,2
Kerala,vowel,iː,2
Kerala,vowel,o,2
Kerala,vowel,u,2
Kerala,vowel,uː,2
Kerala,vowel,ʊ,2
Kerala,vowel,a,1
Kerala,vowel,ai,1
Kerala,vowel,au,1
Kerala,vowel,aː,1
Kerala,vowel,ä,1
Kerala,vowel,ei,1
Kerala,vowel,eː,1
Kerala,vowel,ë,1
Kerala,vowel,e̞,1
Kerala,vowel,ë̞,1
Kerala,vowel,ï,1
Kerala,vowel,oi,1
Kerala,vowel,oː,1
Kerala,vowel,üː,1
Kerala,vowel,u̞,1
Kerala,vowel,æ,1
Kerala,vowel,ɑ,1
Kerala,vowel,ɑ̈,1
Kerala,vowel,ɑ̈ː,1
Kerala,vowel,ə,1
Kerala,vowel,ɛ,1
Kerala,vowel,ɨ,1
Kerala,vowel,ɪ,1
Kerala,vowel,ʌ,1
Madhya Pradesh,consonant,b,3
Madhya Pradesh,consonant,b̤,3
Madhya Pradesh,consonant,h,3
Madhya Pradesh,consonant,j,3
Madhya Pradesh,consonant,k,3
Madhya Pradesh,consonant,kʰ,3
Madhya Pradesh,consonant,l,3
Madhya Pradesh,consonant,m,3
Madhya Pradesh,consonant,p,3
Madhya Pradesh,consonant,pʰ,3
Madhya Pradesh,consonant,r,3
Madhya Pradesh,consonant,s,3
Madhya Pradesh,consonant,ɖ,3
Madhya Pradesh,consonant,ɖ̤,3
Madhya Pradesh,consonant,ɡ,3
Madhya Pradesh,consonant,ɡʱ,3
Madhya Pradesh,consonant,ɽ,3
Madhya Pradesh,consonant,ʈ,3
Madhya Pradesh,consonant,ʈʰ,3
Madhya Pradesh,consonant,cç,2
Madhya Pradesh,consonant,cçʰ,2
Madhya Pradesh,consonant,d̪,2
Madhya Pradesh,consonant,d̪̤,2
Madhya Pradesh,consonant,m̤,2
Madhya Pradesh,consonant,n,2
Madhya Pradesh,consonant,t̪,2
Madhya Pradesh,consonant,t̪ʰ,2
Madhya Pradesh,consonant,w,2
Madhya Pradesh,consonant,ŋ,2
Madhya Pradesh,consonant,ɟʝ,2
Madhya Pradesh,consonant,ɟ̤ʝ,2
Madhya Pradesh,consonant,ɲ,2
Madhya Pradesh,consonant,ɳ,2
Madhya Pradesh,consonant,c,1
Madhya Pradesh,consonant,c̤,1
Madhya Pradesh,consonant,d,1
Madhya Pradesh,consonant,d̤,1
Madhya Pradesh,consonant,l̤,1
Madhya Pradesh,consonant,n̤,1
Madhya Pradesh,consonant,n̪,1
Madhya Pradesh,consonant,r̤,1
Madhya Pradesh,consonant,t,1
Madhya Pradesh,consonant,tʰ,1
Madhya Pradesh,consonant,v,1
Madhya Pradesh,consonant,ɟ,1
Madhya Pradesh,consonant,ɟ̤,1
Madhya Pradesh,consonant,ɡ̤,1
Madhya Pradesh,consonant,ɦ,1
Madhya Pradesh,consonant,ɭ,1
Madhya Pradesh,consonant,ɽ̤,1
Madhya Pradesh,consonant,ɾ,1
Madhya Pradesh,consonant,ʔ,1
Madhya Pradesh,vowel,e,3
Madhya Pradesh,vowel,i,3
Madhya Pradesh,vowel,o,3
Madhya Pradesh,vowel,u,3
Madhya Pradesh,vowel,ũː,3
Madhya Pradesh,vowel,ʊ̃,3
Madhya Pradesh,vowel,a,2
Madhya Pradesh,vowel,ã,2
Madhya Pradesh,vowel,ĩ,2
Madhya Pradesh,vowel,õ,2
Madhya Pradesh,vowel,õ̞,2
Madhya Pradesh,vowel,æ,2
Madhya Pradesh,vowel,æ̞̃,2
Madhya Pradesh,vowel,ɪ̃,2
Madhya Pradesh,vowel,eː,1
Madhya Pradesh,vowel,ẽ,1
Madhya Pradesh,vowel,ẽ̞,1
Madhya Pradesh,vowel,iː,1
Madhya Pradesh,vowel,oː,1
Madhya Pradesh,vowel,uː,1
Madhya Pradesh,vowel,ũ,1
Madhya Pradesh,vowel,ɑ,1
Madhya Pradesh,vowel,ɑː,1
Madhya Pradesh,vowel,ɑ̃,1
Madhya Pradesh,vowel,ɔ,1
Madhya Pradesh,vowel,ə,1
Madhya Pradesh,vowel,ə̃,1
Madhya Pradesh,vowel,ɛ,1
Madhya Pradesh,vowel,ɛ̃,1
Madhya Pradesh,vowel,ɨ,1
Madhya Pradesh,vowel,ɪ,1
Madhya Pradesh,vowel,ʊ,1
Maharashtra,consonant,b,5
Maharashtra,consonant,cç,5
Maharashtra,consonant,d̪,5
Maharashtra,consonant,j,5
Maharashtra,consonant,k,5
Maharashtra,consonant,l,5
Maharashtra,consonant,m,5
Maharashtra,consonant,p,5
Maharashtra,consonant,s,5
Maharashtra,consonant,t̪,5
Maharashtra,consonant,ɖ,5
Maharashtra,consonant,ɟʝ,5
Maharashtra,consonant,ɡ,5
Maharashtra,consonant,ʈ,5
Maharashtra,consonant,h,4
Maharashtra,consonant,w,4
Maharashtra,consonant,ɳ,4
Maharashtra,consonant,b̤,3
Maharashtra,consonant,cçʰ,3
Maharashtra,consonant,dz,3
Maharashtra,consonant,d̪̤,3
Maharashtra,consonant,kʰ,3
Maharashtra,consonant,n,3
Maharashtra,consonant,n̪,3
Maharashtra,consonant,pʰ,3
Maharashtra,consonant,r,3
Maharashtra,consonant,ts,3
Maharashtra,consonant,t̪ʰ,3
Maharashtra,consonant,ç,3
Maharashtra,consonant,ŋ,3
Maharashtra,consonant,ɖ̤,3
Maharashtra,consonant,ɟ̤ʝ,3
Maharashtra,consonant,ɡʱ,3
Maharashtra,consonant,ɭ,3
Maharashtra,consonant,ʂ,3
Maharashtra,consonant,ʈʰ,3
Maharashtra,consonant,d̤z,2
Maharashtra,consonant,f,2
Maharashtra,consonant,tsʰ,2
Maharashtra,consonant,ɲ,2
Maharashtra,consonant,ɾ,2
Maharashtra,consonant,dʑ,1
Maharashtra,consonant,l̤,1
Maharashtra,consonant,m̤,1
Maharashtra,consonant,n̪̤,1
Maharashtra,consonant,r̠ʲ,1
Maharashtra,consonant,tɕ,1
Maharashtra,consonant,v,1
Maharashtra,consonant,w̤,1
Maharashtra,consonant,z,1
Maharashtra,consonant,ɦ,1
Maharashtra,consonant,ɳ̤,1
Maharashtra,consonant,ɽ,1
Maharashtra,consonant,ɽ̤,1
Maharashtra,consonant,ɾ̤,1
Maharashtra,vowel,a,5
Maharashtra,vowel,i,5
Maharashtra,vowel,iː,5
Maharashtra,vowel,u,5
Maharashtra,vowel,uː,5
Maharashtra,vowel,aː,4
Maharashtra,vowel,e,4
Maharashtra,vowel,eː,4
Maharashtra,vowel,o,4
Maharashtra,vowel,ə,4
Maharashtra,vowel,oː,3
Maharashtra,vowel,ɔ,2
Maharashtra,vowel,əː,2
Maharashtra,vowel,ɨ,2
Maharashtra,vowel,ɨː,2
Maharashtra,vowel,aˑ,1
Maharashtra,vowel,ã,1
Maharashtra,vowel,a̟,1
Maharashtra,vowel,ã̟,1
Maharashtra,vowel,eˑ,1
Maharashtra,vowel,ẽ,1
Maharashtra,vowel,iˑ,1
Maharashtra,vowel,ĩ,1
Maharashtra,vowel,oˑ,1
Maharashtra,vowel,õ,1
Maharashtra,vowel,uˑ,1
Maharashtra,vowel,ũ,1
Maharashtra,vowel,æ,1
Maharashtra,vowel,ɔ̃,1
Maharashtra,vowel,ə̃,1
Maharashtra,vowel,ɛ,1
Maharashtra,vowel,ɛ̃,1
Manipur,consonant,j,6
Manipur,consonant,l,6
Manipur,consonant,m,6
Manipur,consonant,p,6
Manipur,consonant,pʰ,6
Manipur,consonant,s,6
Manipur,consonant,b,5
Manipur,consonant,cç,5
Manipur,consonant,h,5
Manipur,consonant,k,5
Manipur,consonant,kʰ,5
Manipur,consonant,n,5
Manipur,consonant,v,5
Manipur,consonant,w,5
Manipur,consonant,ɡ,5
Manipur,consonant,f,4
Manipur,consonant,tʰ,4
Manipur,consonant,t̪,4
Manipur,consonant,z,4
Manipur,consonant,ç,4
Manipur,consonant,ŋ,4
Manipur,consonant,ɟʝ,4
Manipur,consonant,ʔ,4
Manipur,consonant,d̪,3
Manipur,consonant,r,3
Manipur,consonant,t,3
Manipur,consonant,t̪ʰ,3
Manipur,consonant,x,3
Manipur,consonant,b̤,2
Manipur,consonant,cçʰ,2
Manipur,consonant,d,2
Manipur,consonant,l̤,2
Manipur,consonant,n̪,2
Manipur,consonant,ts,2
Manipur,consonant,ɡʱ,2
Manipur,consonant,ɦ,2
Manipur,consonant,ɾ,2
Manipur,consonant,ʝ,2
Manipur,consonant,bv,1
Manipur,consonant,bʱ,1
Manipur,consonant,dz,1
Manipur,consonant,dʱ,1
Manipur,consonant,d̠ʒ,1
Manipur,consonant,d̠ʒʱ,1
Manipur,consonant,d̤,1
Manipur,consonant,d̪̤,1
Manipur,consonant,m̤,1
Manipur,consonant,m̩,1
Manipur,consonant,n̤,1
Manipur,consonant,n̩,1
Manipur,consonant,n̪̤,1
Manipur,consonant,pf,1
Manipur,consonant,pfʰ,1
Manipur,consonant,tsʰ,1
Manipur,consonant,t̠ʃ,1
Manipur,consonant,t̠ʃʰ,1
Manipur,consonant,w̤,1
Manipur,consonant,ŋ̩,1
Manipur,consonant,ɟ̤ʝ,1
Manipur,consonant,ɲ,1
Manipur,consonant,ɲ̤,1
Manipur,consonant,ɾ̤,1
Manipur,consonant,ʈ,1
Manipur,vowel,e,6
Manipur,vowel,i,6
Manipur,vowel,o,6
Manipur,vowel,u,6
Manipur,vowel,a,5
Manipur,vowel,ɔ,4
Manipur,vowel,ə,4
Manipur,vowel,ɨ,3
Manipur,vowel,ʌ,3
Manipur,vowel,e̞,2
Manipur,vowel,ɛ,2
Manipur,vowel,ʊ,2
Manipur,vowel,aː,1
Manipur,vowel,eː,1
Manipur,vowel,iː,1
Manipur,vowel,oː,1
Manipur,vowel,uː,1
Manipur,vowel,æ,1
Manipur,vowel,ɑ,1
Manipur,vowel,ɘ,1
Manipur,vowel,ɪ,1
Manipur,vowel,ɯ,1
Meghalaya,consonant,b,1
Meghalaya,consonant,d,1
Meghalaya,consonant,dz,1
Meghalaya,consonant,d̪,1
Meghalaya,consonant,h,1
Meghalaya,consonant,k,1
Meghalaya,consonant,kʰ,1
Meghalaya,consonant,l,1
Meghalaya,consonant,m,1
Meghalaya,consonant,mˀ,1
Meghalaya,consonant,n,1
Meghalaya,consonant,nˀ,1
Meghalaya,consonant,n̪,1
Meghalaya,consonant,p,1
Meghalaya,consonant,pʰ,1
Meghalaya,consonant,s,1
Meghalaya,consonant,s̻,1
Meghalaya,consonant,ts,1
Meghalaya,consonant,tʰ,1
Meghalaya,consonant,t̪,1
Meghalaya,consonant,w,1
Meghalaya,consonant,z,1
Meghalaya,consonant,ŋ,1
Meghalaya,consonant,ŋˀ,1
Meghalaya,consonant,ɡ,1
Meghalaya,consonant,ɾ,1
Meghalaya,consonant,ɾˀ,1
Meghalaya,consonant,ʔ,1
Meghalaya,vowel,a,1
Meghalaya,vowel,e,1
Meghalaya,vowel,e̞,1
Meghalaya,vowel,i,1
Meghalaya,vowel,o,1
Meghalaya,vowel,u,1
Meghalaya,vowel,ʉ,1
Mizoram,consonant,h,3
Mizoram,consonant,k,3
Mizoram,consonant,m,3
Mizoram,consonant,p,3
Mizoram,consonant,pʰ,3
Mizoram,consonant,v,3
Mizoram,consonant,ŋ,3
Mizoram,consonant,ʔ,3
Mizoram,consonant,b,2
Mizoram,consonant,f,2
Mizoram,consonant,kʰ,2
Mizoram,consonant,l,2
Mizoram,consonant,s,2
Mizoram,consonant,w̰,2
Mizoram,consonant,x,2
Mizoram,consonant,z,2
Mizoram,consonant,ɡ,2
Mizoram,consonant,cç,1
Mizoram,consonant,cçʰ,1
Mizoram,consonant,d,1
Mizoram,consonant,d̪,1
Mizoram,consonant,j,1
Mizoram,consonant,j̥,1
Mizoram,consonant,j̰,1
Mizoram,consonant,kʲ,1
Mizoram,consonant,kʷ,1
Mizoram,consonant,kʷʰ,1
Mizoram,consonant,l̪|l,1
Mizoram,consonant,l̪ʲ|lʲ,1
Mizoram,consonant,l̰,1
Mizoram,consonant,mb,1
Mizoram,consonant,mbʲ,1
Mizoram,consonant,mʲ,1
Mizoram,consonant,n,1
Mizoram,consonant,n̪,1
Mizoram,consonant,n̪d̪|nd,1
Mizoram,consonant,n̪d̪ʲ|ndʲ,1
Mizoram,consonant,n̪|n,1
Mizoram,consonant,pʲ,1
Mizoram,consonant,pʲʰ,1
Mizoram,consonant,q,1
Mizoram,consonant,qʰ,1
